cat_periodo,mrun,gen_alu,fec_nac_alu,rango_edad,anio_ing_carr_ori,sem_ing_carr_ori,fecha_obtencion_titulo,tipo_inst_1,tipo_inst_2,cod_inst,nomb_inst,cod_carrera,nomb_carrera,nivel_global,nivel_carrera_1,nivel_carrera_2,dur_estudio_carr,dur_proceso_tit,dur_total_carr,region_sede,provincia_sede,comuna_sede,jornada,modalidad,tipo_plan_carr,area_conocimiento,area_generica,cine_f_13_area,cine_f_13_subarea,anio_titulo,mes_titulo,semestre_titulo,duracion_real_sem,edad_titulacion,edad_ingreso,sobreduracion_sem,indice_duracion,titulacion_oportuna,categoria_rezago,genero,cohorte_ingreso,es_no_presencial,atipico_duracion,atipico_edad,atipico_teorica,es_atipico
2023,15410552,1,199902,20 a 24 Años,2017,1,20230807,Universidades,Universidades Privadas,20,Universidad Andres Bello,7,Psicologia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Valparaíso,Valparaiso,Viña del Mar,Diurna,Presencial,Plan Regular,Ciencias Sociales,Psicología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,2023,8,2,14,24,18,4,1.4,False,Rezago moderado,Hombre,2017,False,False,False,False,False
2025,24683918,1,200311,20 a 24 Años,2022,1,20260205,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,331,Tecnico Agricola,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Lib. Gral. B. O'Higgins,Cachapoal,Rancagua,Diurna,Presencial,Plan Regular,Agropecuaria,Técnico Agropecuario,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,2026,2,1,9,22,19,5,2.25,False,Rezago severo,Hombre,2022,False,False,False,False,False
2021,5778713,1,199404,25 a 29 Años,2012,1,20210813,Universidades,Universidades Cruch,80,Universidad de Tarapaca,4,Derecho,Pregrado,Profesional con Licenciatura,Carreras Profesionales,11,1,11,Tarapacá,Iquique,Iquique,Diurna,Presencial,Plan Regular,Derecho,Derecho,Administración de Empresas y Derecho,Derecho,2021,8,2,20,27,18,9,1.818,False,Rezago severo,Hombre,2012,False,False,False,False,False
2020,1981313,1,199408,25 a 29 Años,2016,1,20200909,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,117,Tecnico en Administracion de Empresas Mencion Marketing,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,Santiago,Vespertina,Presencial,Plan Regular,Administración y Comercio,Técnico en Administración de Empresas,Administración de Empresas y Derecho,Educación Comercial y Administración,2020,9,2,10,26,22,5,2.0,False,Rezago severo,Hombre,2016,False,False,False,False,False
2025,17490763,1,200401,20 a 24 Años,2023,1,20251021,Centros de Formación Técnica,Centros de Formación Técnica,260,Cft Santo Tomas,285,Tecnico en Veterinaria y Produccion Pecuaria,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Lib. Gral. B. O'Higgins,Cachapoal,Rancagua,Diurna,Presencial,Plan Regular,Agropecuaria,Técnico Veterinario,"Agricultura, Silvicultura, Pesca y Veterinaria",Veterinaria,2025,10,2,6,21,19,1,1.2,False,Rezago leve,Hombre,2023,False,False,False,False,False
2021,13006847,1,199702,20 a 24 Años,2017,1,20210802,Universidades,Universidades Cruch,3,Universidad Diego Portales,62,Sociologia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,9,0,9,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Ciencias Sociales,Sociología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,2021,8,2,10,24,20,1,1.111,False,Rezago leve,Hombre,2017,False,False,False,False,False
2021,10402966,2,198204,35 a 39 Años,2019,1,20210601,Institutos Profesionales,Institutos Profesionales,152,Ip Latinoamericano de Comercio Exterior - Iplacex,319,"Ingenieria en Prevencion de Riesgos, Calidad y Medio Ambiente",Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,Metropolitana,Santiago,Santiago,A Distancia,No Presencial,Plan Regular,Tecnología,Ingeniería en Prevención de Riesgos,Servicios,Servicios de Higiene y Salud Ocupacional,2021,6,1,5,39,37,-3,0.625,True,Oportuna,Mujer,2019,True,False,False,False,False
2025,24626305,2,199807,25 a 29 Años,2022,1,20250728,Institutos Profesionales,Institutos Profesionales,123,Ip de Chile,192,Tecnico en Educacion Diferencial e Inclusion,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,La Araucanía,Cautin,Temuco,Vespertina,Presencial,Plan Regular,Educación,Técnico Asistente del Educador Diferencial,Educación,Educación,2025,7,1,7,27,24,2,1.4,False,Rezago leve,Mujer,2022,False,False,False,False,False
2021,6004133,2,200007,20 a 24 Años,2019,1,20210608,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,469,Tecnico Asistente en Educacion Especial,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Los Lagos,Chiloe,Castro,Diurna,Presencial,Plan Regular,Educación,Técnico Asistente del Educador Diferencial,Educación,Educación,2021,6,1,5,20,19,0,1.0,True,Oportuna,Mujer,2019,False,False,False,False,False
2025,14201510,1,200204,20 a 24 Años,2020,1,20250606,Universidades,Universidades Cruch,74,Universidad de la Serena,25,Ingenieria en Alimentos,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Coquimbo,Elqui,La Serena,Diurna,Presencial,Plan Regular,Tecnología,Ingeniería en Alimentos,"Ingeniería, Industria y Construcción",Industria y Producción,2025,6,1,11,23,18,1,1.1,False,Rezago leve,Hombre,2020,False,False,False,False,False
2023,15974604,2,199212,30 a 34 Años,2021,1,20230913,Centros de Formación Técnica,Centros de Formación Técnica,367,Cft San Agustin,7,Administracion de Empresas,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Maule,Cauquenes,Cauquenes,Vespertina,Presencial,Plan Regular,Administración y Comercio,Técnico en Administración de Empresas,Administración de Empresas y Derecho,Educación Comercial y Administración,2023,9,2,6,30,29,1,1.2,False,Rezago leve,Mujer,2021,False,False,False,False,False
2025,12121431,1,200407,20 a 24 Años,2023,1,20250915,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,326,Tecnico en Mecanica y Electromovilidad Automotriz,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Los Lagos,Osorno,Osorno,Vespertina,Presencial,Plan Regular,Tecnología,Técnico en Mecánica Automotriz,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2025,9,2,6,21,19,2,1.5,False,Rezago leve,Hombre,2023,False,False,False,False,False
2022,17006819,1,199707,20 a 24 Años,2019,1,20220307,Universidades,Universidades Cruch,88,Universidad Tecnica Federico Santa Maria,71,Tecnico Universitario en Mecanica Automotriz,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Biobío,Concepcion,Hualpen,Diurna,Presencial,Plan Regular,Tecnología,Técnico en Mecánica Automotriz,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2022,3,1,7,24,22,3,1.75,False,Rezago moderado,Hombre,2019,False,False,False,False,False
2023,6364883,2,200005,20 a 24 Años,2019,1,20231226,Universidades,Universidades Privadas,42,Universidad Catolica Cardenal Raul Silva Henriquez,12,Trabajo Social,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Ciencias Sociales,Trabajo Social,Salud y Bienestar,Bienestar,2023,12,2,10,23,19,0,1.0,True,Oportuna,Mujer,2019,False,False,False,False,False
2024,10263966,1,199906,25 a 29 Años,2018,1,20240412,Institutos Profesionales,Institutos Profesionales,100,Ip Inacap,160,Ingenieria en Maquinaria Pesada y Vehiculos Automotrices,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,Atacama,Copiapo,Copiapo,Vespertina,Presencial,Plan Regular,Tecnología,Ingeniería en Mecánica Automotriz,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2024,4,1,13,24,19,5,1.625,False,Rezago severo,Hombre,2018,False,False,False,False,False
2021,2015404,1,199107,25 a 29 Años,2019,1,20210730,Centros de Formación Técnica,Centros de Formación Técnica,214,Cft Instituto Central de Capacitacion Educacional Icce,102,Prevencion de Riesgos,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,3,1,3,Valparaíso,Los Andes,Los Andes,A Distancia,No Presencial,Plan Especial,Tecnología,Técnico en Prevención de Riesgos,Servicios,Servicios de Higiene y Salud Ocupacional,2021,7,1,5,30,28,2,1.667,False,Rezago leve,Hombre,2019,True,False,False,False,False
2025,11974045,2,199212,30 a 34 Años,2023,1,20250922,Centros de Formación Técnica,Centros de Formación Técnica,218,Cft de Enac,113,Tecnico en Podologia Clinica,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Metropolitana,Santiago,Santiago,Vespertina,Presencial,Plan Regular,Salud,Técnico en Podología,Salud y Bienestar,Salud,2025,9,2,6,32,31,1,1.2,False,Rezago leve,Mujer,2023,False,False,False,False,False
2023,24739059,2,200109,20 a 24 Años,2020,1,20240222,Institutos Profesionales,Institutos Profesionales,111,Ip Duoc Uc,100,Gastronomia Internacional,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Metropolitana,Santiago,Providencia,Diurna,Presencial,Plan Regular,Administración y Comercio,Administración Gastronómica,Servicios,Servicios Personales,2024,2,1,9,22,19,1,1.125,False,Rezago leve,Mujer,2020,False,False,False,False,False
2020,11907698,1,199706,20 a 24 Años,2018,1,20200327,Universidades,Universidades Privadas,54,Universidad Tecnologica de Chile Inacap,57,Ingenieria en Electricidad Mencion Potencia,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,Metropolitana,Santiago,Macul,Diurna,Presencial,Plan Regular,Tecnología,Ingeniería en Electricidad,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2020,3,1,5,22,21,-3,0.625,True,Oportuna,Hombre,2018,False,False,False,False,False
2020,8744151,1,198203,35 a 39 Años,2013,1,20201215,Universidades,Universidades Privadas,20,Universidad Andres Bello,1,Ingenieria Comercial,Pregrado,Profesional con Licenciatura,Carreras Profesionales,6,0,6,Metropolitana,Santiago,Santiago,Vespertina,Presencial,Plan Especial,Administración y Comercio,Ingeniería Comercial,Administración de Empresas y Derecho,Educación Comercial y Administración,2020,12,2,16,38,31,10,2.667,False,Rezago severo,Hombre,2013,False,False,False,False,False
2021,6788255,1,199111,25 a 29 Años,2011,1,20210913,Universidades,Universidades Privadas,13,Universidad Santo Tomas,13,Enfermeria,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Arica y Parinacota,Arica,Arica,Diurna,Presencial,Plan Regular,Salud,Enfermería,Salud y Bienestar,Salud,2021,9,2,22,29,20,12,2.2,False,Rezago severo,Hombre,2011,False,False,False,False,False
2024,14115283,2,200012,20 a 24 Años,2020,1,20240726,Institutos Profesionales,Institutos Profesionales,111,Ip Duoc Uc,110,Tecnico Veterinario y Pecuario,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Cordillera,Puente Alto,Diurna,Presencial,Plan Regular,Agropecuaria,Técnico Veterinario,"Agricultura, Silvicultura, Pesca y Veterinaria",Veterinaria,2024,7,1,9,23,20,4,1.8,False,Rezago moderado,Mujer,2020,False,False,False,False,False
2024,10032582,1,199904,25 a 29 Años,2018,1,20241004,Universidades,Universidades Privadas,45,Universidad del Desarrollo,7,Ingenieria Civil Industrial,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Metropolitana,Santiago,Las Condes,Diurna,Presencial,Plan Regular,Tecnología,Ingeniería Civil Industrial,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2024,10,2,14,25,19,4,1.4,False,Rezago moderado,Hombre,2018,False,False,False,False,False
2023,4675223,2,199807,20 a 24 Años,2017,1,20230522,Universidades,Universidades Cruch,72,Universidad de Valparaiso,34,Ingenieria Civil Biomedica,Pregrado,Profesional con Licenciatura,Carreras Profesionales,11,1,11,Valparaíso,Valparaiso,Valparaiso,Diurna,Presencial,Plan Regular,Tecnología,Ingeniería Civil en Biomédica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2023,5,1,13,24,19,2,1.182,False,Rezago leve,Mujer,2017,False,False,False,False,False
2020,23923226,1,199305,25 a 29 Años,2017,1,20200605,Universidades,Universidades Privadas,19,Universidad de las Americas,370,Construccion Civil,Pregrado,Profesional con Licenciatura,Carreras Profesionales,9,0,9,Metropolitana,Santiago,Providencia,Otra,Presencial,Plan Regular,Tecnología,Construcción Civil,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,2020,6,1,7,27,24,-2,0.778,True,Oportuna,Hombre,2017,False,False,False,False,False
2025,12473718,2,199304,30 a 34 Años,2024,1,20260220,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,651,Administracion de Empresas,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,Conchali,A Distancia,No Presencial,Plan Regular,Administración y Comercio,Técnico en Administración de Empresas,Administración de Empresas y Derecho,Educación Comercial y Administración,2026,2,1,5,32,31,0,1.0,True,Oportuna,Mujer,2024,True,False,False,False,False
2025,924007,2,199909,25 a 29 Años,2019,1,20250314,Universidades,Universidades Cruch,90,Universidad Austral de Chile,6,Biologia Marina,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Los Ríos,Valdivia,Valdivia,Diurna,Presencial,Plan Regular,Ciencias Básicas,Biología Marina y Ecología Marina,"Ciencias Naturales, Matemáticas y Estadística",Ciencias Biológicas y Afines,2025,3,1,13,25,20,3,1.3,False,Rezago moderado,Mujer,2019,False,False,False,False,False
2022,9673676,1,197510,40 y Más Años,2017,1,20230125,Universidades,Universidades Privadas,54,Universidad Tecnologica de Chile Inacap,56,Ingenieria en Electricidad Mencion Proyectos de Instalaciones Electricas,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,Los Lagos,Llanquihue,Puerto Montt,Vespertina,Presencial,Plan Regular,Tecnología,Ingeniería en Electricidad,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2023,1,1,13,47,42,5,1.625,False,Rezago severo,Hombre,2017,False,False,False,False,False
2024,24014533,2,200010,20 a 24 Años,2020,1,20250122,Universidades,Universidades Privadas,19,Universidad de las Americas,21,Enfermeria,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Valparaíso,Valparaiso,Viña del Mar,Diurna,Presencial,Plan Regular,Salud,Enfermería,Salud y Bienestar,Salud,2025,1,1,11,24,20,1,1.1,False,Rezago leve,Mujer,2020,False,False,False,False,False
2021,17205915,2,199103,30 a 34 Años,2019,1,20220103,Centros de Formación Técnica,Centros de Formación Técnica,260,Cft Santo Tomas,47,Tecnico en Enfermeria,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Metropolitana,Cordillera,Puente Alto,Vespertina,Presencial,Plan Regular,Salud,Técnico en Enfermería,Salud y Bienestar,Salud,2022,1,1,7,30,28,2,1.4,False,Rezago leve,Mujer,2019,False,False,False,False,False
2022,22124437,2,199712,20 a 24 Años,2020,1,20220524,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,29,Asistente de Parvulos,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Lib. Gral. B. O'Higgins,Colchagua,San Fernando,Vespertina,Presencial,Plan Regular,Educación,Técnico Asistente del Educador de Párvulos,Educación,Educación,2022,5,1,5,24,23,0,1.0,True,Oportuna,Mujer,2020,False,False,False,False,False
2022,2659726,2,199405,25 a 29 Años,2015,1,20220725,Universidades,Universidades Privadas,13,Universidad Santo Tomas,13,Enfermeria,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Los Lagos,Osorno,Osorno,Diurna,Presencial,Plan Regular,Salud,Enfermería,Salud y Bienestar,Salud,2022,7,1,15,28,21,5,1.5,False,Rezago severo,Mujer,2015,False,False,False,False,False
2021,16340681,2,198811,30 a 34 Años,2019,1,20211115,Universidades,Universidades Privadas,26,"Universidad de Artes, Ciencias y Comunicacion - Uniacc",176,Ingenieria Comercial - Tecnico,Pregrado,Profesional con Licenciatura,Carreras Profesionales,6,0,6,Metropolitana,Santiago,Providencia,A Distancia,No Presencial,Plan Especial,Administración y Comercio,Ingeniería Comercial,Administración de Empresas y Derecho,Educación Comercial y Administración,2021,11,2,6,33,31,0,1.0,True,Oportuna,Mujer,2019,True,False,False,False,False
2023,5328531,1,199409,25 a 29 Años,2019,1,20230410,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,307,Tecnico en Mineria,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Tarapacá,Iquique,Iquique,Vespertina,Presencial,Plan Regular,Tecnología,Técnico en Minería,"Ingeniería, Industria y Construcción",Industria y Producción,2023,4,1,9,28,25,5,2.25,False,Rezago severo,Hombre,2019,False,False,False,False,False
2025,10550121,2,199006,35 a 39 Años,2023,1,20250618,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,83,Tecnico en Trabajo Social,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Lib. Gral. B. O'Higgins,Colchagua,San Fernando,Vespertina,Presencial,Plan Regular,Ciencias Sociales,Técnico en Servicio Social,Salud y Bienestar,Bienestar,2025,6,1,5,35,33,0,1.0,True,Oportuna,Mujer,2023,False,False,False,False,False
2020,15093693,2,198708,30 a 34 Años,2018,1,20201023,Centros de Formación Técnica,Centros de Formación Técnica,498,Cft Proandes,153,Tecnico en Trabajo Social,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Ciencias Sociales,Técnico en Servicio Social,Salud y Bienestar,Bienestar,2020,10,2,6,33,31,1,1.2,False,Rezago leve,Mujer,2018,False,False,False,False,False
2021,13608609,2,199712,20 a 24 Años,2016,1,20210818,Institutos Profesionales,Institutos Profesionales,116,Ip Santo Tomas,9,Contador Auditor,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,Coquimbo,Elqui,La Serena,Vespertina,Presencial,Plan Regular,Administración y Comercio,Contador Auditor,Administración de Empresas y Derecho,Educación Comercial y Administración,2021,8,2,12,23,19,4,1.5,False,Rezago moderado,Mujer,2016,False,False,False,False,False
2025,21232963,1,199902,25 a 29 Años,2019,1,20250516,Universidades,Universidades Cruch,71,Universidad de Santiago de Chile,45,Pedagogia en Filosofia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,3,10,Metropolitana,Santiago,Estacion Central,Diurna,Presencial,Plan Regular,Educación,Pedagogía en Filosofía y Religión,Educación,Educación,2025,5,1,13,26,20,3,1.3,False,Rezago moderado,Hombre,2019,False,False,False,False,False
2024,3509103,1,200012,20 a 24 Años,2019,1,20240522,Universidades,Universidades Cruch,71,Universidad de Santiago de Chile,2,Administracion Publica,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,1,10,Metropolitana,Santiago,Estacion Central,Diurna,Presencial,Plan Regular,Ciencias Sociales,Administración Pública,Administración de Empresas y Derecho,Educación Comercial y Administración,2024,5,1,11,23,19,1,1.1,False,Rezago leve,Hombre,2019,False,False,False,False,False
